Store,Region,Product_Category,Avg_Daily_Demand,Std_Daily_Demand,Safety_Stock,Reorder_Point,Current_Inventory,Days_Of_Supply,Stockout_Risk,Inventory_Position,Action,Priority_Score,Target_Level,Recommended_Order_Qty,Days_Until_Stockout
430,West-India,Food,7736.3857,327.5583,1429.9523,55584.652,81259.96148015368,10.503607781219172,0.0,1.461913649835456,OK,0.0,163894.052,82634,10.5
431,West-India,Clothing & Apparel,7667.0405,305.62906,1334.2205,55003.504,60828.24251205018,7.933731704575214,0.0,1.1058975899435457,MONITOR,0.0,162342.071,101514,7.9
432,West-India,Electronics & Gadgets,9633.069,4656.032,20325.86,87757.34,92099.2995005461,9.560742925098328,0.0,1.0494768813702204,MONITOR,0.0,222620.309,130521,9.6
433,West-India,Footwear & Shoes,5598.6606,1576.0889,6880.3994,46071.023,79831.00805089132,14.258947473244326,0.0,1.7327813200694788,OK,0.0,124452.272,44621,14.3
434,West-India,Home Decor,6983.6953,1241.782,5420.986,54306.85,39059.60421675924,5.592970836921694,0.2807610256726667,0.719238995021056,WATCHLIST,31.6,152078.5873,113019,5.6
435,West-India,Games & Toys,9584.864,4675.4756,20410.74,87504.79,119314.34566811268,12.448204007778314,0.0,1.363517879056823,OK,0.0,221692.884,102379,12.4
436,West-India,Sports Products,5506.1245,581.23755,2537.3865,41080.258,12751.847816804398,2.3159388767298106,0.689586957438124,0.31041304114507745,REORDER NOW,77.2,118166.00099999999,105414,2.3
437,West-India,Tupperware,5944.8965,932.2296,4069.6387,45683.914,21458.424543674075,3.609553942625133,0.5302848938399437,0.46971510680267187,REORDER NOW,58.4,128912.46519999999,107454,3.6
438,West-India,Furniture,5822.2925,516.73193,2255.7878,43011.836,30082.77869966221,5.166827121890012,0.3005930101803804,0.6994069888033193,REORDER SOON,33.9,124523.93029999999,94441,5.2
439,West-India,Pet Care,8788.918,2814.9233,12288.519,73810.945,61247.076650243,6.968670872570885,0.1702168778500834,0.8297831256630435,WATCHLIST,19.9,196855.797,135609,7.0
440,West-India,Food,5782.9185,616.07587,2689.4727,43169.902,42060.29823323795,7.273195799968144,0.0257031878755847,0.9742968198824715,MONITOR,5.3,124130.7612,82070,7.3
441,West-India,Clothing & Apparel,5890.359,555.4209,2424.684,43657.195,73406.07281583885,12.462071365693989,0.0,1.6814198167298393,OK,0.0,126122.223,52716,12.5
442,West-India,Electronics & Gadgets,5741.6963,518.1458,2261.96,42453.836,28175.51092515857,4.907175424591999,0.3363259101806912,0.6636740888422561,REORDER SOON,37.6,122837.5823,94662,4.9
443,West-India,Footwear & Shoes,6445.1157,554.7419,2421.72,47537.527,64843.28788599382,10.06084152345828,0.0,1.3640441978816824,OK,0.0,137769.1497,72926,10.1
444,West-India,Home Decor,10564.829,2067.8882,9027.344,82981.15,98894.94822346876,9.36077122239891,0.0,1.1917760626777139,MONITOR,0.0,230888.753,131994,9.4
445,West-India,Games & Toys,8117.9424,967.0233,4221.5303,61047.13,106688.99399853486,13.14236896093514,0.0,1.7476496274032025,OK,0.0,174698.3207,68009,13.1
446,West-India,Sports Products,5775.0117,525.90686,2295.8408,42720.92,42239.22630550877,7.314136899215062,0.0112754020360482,0.9887246413585843,MONITOR,3.8,123571.0865,81332,7.3
447,West-India,Tupperware,8788.918,2814.9233,12288.519,73810.945,77461.80093067908,8.81357650692649,0.0,1.0494622569956131,MONITOR,0.0,196855.797,119394,8.8
448,West-India,Furniture,6331.359,485.7125,2120.3728,46439.883,32343.8097958441,5.108509938315375,0.3035337766369584,0.6964662205510745,REORDER SOON,34.2,135078.91180000003,102735,5.1
449,West-India,Pet Care,10112.895,890.1228,3885.8218,74676.086,82221.66016021198,8.130378489179101,0.0,1.1010440499012224,MONITOR,0.0,216256.61680000002,134035,8.1
450,West-India,Food,6281.95,639.2969,2790.8438,46764.496,68529.0952628256,10.908888662307607,0.0,1.4654086138943014,OK,0.0,134711.79379999998,66183,10.9
451,West-India,Clothing & Apparel,6080.7104,479.64822,2093.8992,44658.87,62859.677604217424,10.337554818498822,0.0,1.4075519063562831,OK,0.0,129788.8176,66929,10.3
452,West-India,Electronics & Gadgets,5824.422,469.5237,2049.701,42820.652,67879.0014450103,11.654204125625824,0.0,1.585193084986429,OK,0.0,124362.563,56484,11.7
453,West-India,Footwear & Shoes,6969.957,1621.8352,7080.1045,55869.805,36930.36999535796,5.29850755604082,0.3389923196989346,0.6610076766038107,REORDER SOON,37.6,153449.2015,116519,5.3
454,West-India,Home Decor,4934.8574,1731.8993,7560.5884,42104.59,35081.8651877913,7.108992659500574,0.1667923777911151,0.833207619116854,WATCHLIST,19.5,111192.59379999999,76111,7.1
455,West-India,Games & Toys,6684.7036,499.69763,2181.4248,48974.35,70318.31230534424,10.51928647451698,0.0,1.4358192054686636,OK,0.0,142560.2004,72242,10.5
456,West-India,Sports Products,8117.83,966.9202,4221.08,61045.89,42397.58333530762,5.22277294883959,0.3054801412309213,0.6945198658797115,REORDER SOON,34.3,174695.50999999998,132298,5.2
457,West-India,Tupperware,5747.056,548.81714,2395.8555,42625.25,31672.94238097821,5.511159372970703,0.2569441262871606,0.7430558737128394,WATCHLIST,29.3,123084.0315,91411,5.5
458,West-India,Furniture,6348.468,365.2096,1594.3186,46033.594,33551.566839874606,5.284986556954272,0.2711503902544084,0.7288496057873433,WATCHLIST,30.8,134912.1466,101361,5.3
459,West-India,Pet Care,7927.0713,1168.9755,5103.15,60592.65,64767.28607721676,8.170392786372494,0.0,1.0688967404003087,MONITOR,0.0,171571.64729999998,106804,8.2
460,West-India,Food,3452.648,1035.3036,4519.607,28688.143,42660.093596595856,12.355761208219562,0.0,1.487028755977543,OK,0.0,77025.21500000001,34365,12.4
461,West-India,Clothing & Apparel,5840.521,466.91455,2038.3105,42921.96,80548.96431207193,13.79140052162206,0.0,1.8766376072311686,OK,0.0,124689.2515,44140,13.8
462,West-India,Electronics & Gadgets,4347.3936,1187.4768,5183.9175,35615.67,37034.15649992654,8.518703456234165,0.0,1.0398275955478737,MONITOR,0.0,96479.18310000001,59445,8.5
463,West-India,Footwear & Shoes,6774.289,389.5843,1700.7262,49120.75,62740.89419090045,9.261620461136092,0.0,1.2772788320801383,OK,0.0,143960.7952,81220,9.3
464,West-India,Home Decor,7942.9272,589.6198,2573.979,58174.473,98684.45345703536,12.424192038969936,0.0,1.6963532004326942,OK,0.0,169375.4502,70691,12.4
465,West-India,Games & Toys,6846.5645,478.52533,2088.9973,50014.95,89431.90785178257,13.062304235077034,0.0,1.7881035140849402,OK,0.0,145866.8518,56435,13.1
466,West-India,Sports Products,6342.7485,382.7257,1670.7852,46070.023,54621.832283445314,8.611697591460597,0.0,1.1856263298033367,MONITOR,0.0,134868.5037,80247,8.6
467,West-India,Tupperware,11194.659,2404.1416,10495.255,88857.875,83526.73508934,7.46130219318313,0.0599962570639912,0.9400037429360087,MONITOR,8.6,245583.09399999998,162056,7.5
468,West-India,Furniture,6869.2495,597.09216,2606.5994,50691.344,19925.04815191374,2.9006149970127244,0.6069339126186857,0.39306608544278765,REORDER NOW,67.4,146860.8389,126936,2.9
469,West-India,Pet Care,9533.751,4412.777,19263.93,86000.19,30469.42798936476,3.195953834358578,0.645705098150341,0.3542948915504112,REORDER NOW,70.6,219472.701,189003,3.2
470,West-India,Food,8117.9663,967.06146,4221.697,61047.46,26870.54407744073,3.310009312183932,0.5598417417400763,0.4401582650193919,REORDER NOW,61.8,174698.98930000002,147828,3.3
471,West-India,Clothing & Apparel,6235.3877,585.8545,2557.5417,46205.258,86735.71656841402,13.910236348834934,0.0,1.8771828212367956,OK,0.0,133500.6834,46765,13.9
472,West-India,Electronics & Gadgets,6821.7114,435.99356,1903.3252,49655.305,76015.0389355405,11.143103862215185,0.0,1.5308543354137187,OK,0.0,145159.2646,69144,11.1
473,West-India,Footwear & Shoes,8117.9663,967.06146,4221.697,61047.46,53329.70002256173,6.5693423691727375,0.126422308093037,0.873577705322412,MONITOR,15.6,174698.98930000002,121369,6.6
474,West-India,Home Decor,6431.604,749.2899,3271.0173,48292.242,50967.65147146249,7.924563054645025,0.0,1.0554003989183705,MONITOR,0.0,138334.70130000002,87367,7.9
475,West-India,Games & Toys,8117.83,966.9202,4221.08,61045.89,59138.98493959604,7.285073026960371,0.0312372489922037,0.9687627609261826,MONITOR,5.8,174695.50999999998,115557,7.3
476,West-India,Sports Products,6817.8193,438.99457,1916.4261,49641.16,40313.665636720725,5.9129853183734005,0.1878983990335872,0.8121016035225752,WATCHLIST,22.1,145090.6314,104777,5.9
477,West-India,Tupperware,5902.779,551.1455,2406.02,43725.473,47250.92771422051,8.004861650148355,0.0,1.0806270229305583,MONITOR,0.0,126364.37900000002,79113,8.0
478,West-India,Furniture,6319.3066,421.39865,1839.6113,46074.758,32233.66894194345,5.10082367814255,0.3004050271274889,0.6995949700255278,REORDER SOON,33.9,134545.04989999998,102311,5.1
479,West-India,Pet Care,8018.2334,1356.0198,5919.69,62047.324,33067.97777673499,4.124097682561708,0.4670523154205219,0.5329476864584037,REORDER SOON,51.4,174302.5914,141235,4.1
480,West-India,Food,7946.5073,593.33954,2590.2175,58215.77,55824.48110879764,7.0250336193185285,0.0410763001452505,0.9589236921335516,MONITOR,6.9,169466.8708,113642,7.0
481,West-India,Clothing & Apparel,6213.4014,558.79376,2439.4082,45933.22,71088.56748407503,11.441167773176277,0.0,1.5476504256412902,OK,0.0,132920.8376,61832,11.4
482,West-India,Electronics & Gadgets,7469.2505,467.95346,2042.8458,54327.6,70654.73445856036,9.459414243693242,0.0,1.3005311196990177,OK,0.0,158897.1063,88242,9.5
483,West-India,Footwear & Shoes,5907.0854,452.26746,1974.3688,43323.965,25682.97941027007,4.34782595089543,0.4071876961654597,0.5928123016965338,REORDER SOON,45.2,126023.16219999999,100340,4.3
484,West-India,Home Decor,7097.803,465.51328,2032.1932,51716.812,24070.59488554768,3.3912739097519817,0.5345692489159559,0.4654307555838454,REORDER NOW,59.2,151086.05620000002,127015,3.4
485,West-India,Games & Toys,6115.3896,503.81982,2199.4202,45007.15,61487.58712869801,10.05456572082995,0.0,1.3661737552521769,OK,0.0,130622.6018,69135,10.1
486,West-India,Sports Products,5936.4595,433.89578,1894.1675,43449.383,44102.309261431445,7.42905926749265,0.0,1.015027285000375,MONITOR,1.2,126559.817,82458,7.4
487,West-India,Tupperware,6611.034,837.2742,3655.1116,49932.35,72822.55007212966,11.015303822793417,0.0,1.4584242494521018,OK,0.0,142486.82559999998,69664,11.0
488,West-India,Furniture,4405.7817,849.8519,3710.0195,34550.492,31165.66003693641,7.073809346055921,0.0979676970213521,0.9020323078738332,MONITOR,12.6,96231.43519999998,65066,7.1
489,West-India,Pet Care,6225.418,856.1179,3737.374,47315.3,40223.34336518911,6.461147438951082,0.1498871886886804,0.8501128253480187,MONITOR,18.0,134471.152,94248,6.5
490,West-India,Food,6272.5947,558.9129,2439.9285,46348.094,39681.92544760487,6.326237733734683,0.1438283166153975,0.8561716787664424,MONITOR,17.5,134164.4172,94482,6.3
491,West-India,Clothing & Apparel,6225.539,602.6676,2630.9392,46209.71,36339.67499349053,5.837193314292295,0.2135922459536479,0.7864077700009485,WATCHLIST,24.7,133367.25819999998,97028,5.8
492,West-India,Electronics & Gadgets,6464.204,459.81824,2007.3317,47256.76,47921.46370179049,7.413358697972906,0.0,1.014065790836919,MONITOR,1.3,137755.6157,89834,7.4
493,West-India,Footwear & Shoes,6308.201,573.1305,2501.995,46659.402,81395.74567186322,12.903162637673107,0.0,1.74446611364336,OK,0.0,134974.216,53578,12.9
494,West-India,Home Decor,7848.0063,517.35504,2258.508,57194.55,64920.086585221135,8.272175595858055,0.0,1.1350746982924271,MONITOR,0.0,167066.6403,102147,8.3
495,West-India,Games & Toys,6227.487,576.2135,2515.4539,46107.86,84634.00168326746,13.590394356243364,0.0,1.8355655995152986,OK,0.0,133292.6809,48659,13.6
496,West-India,Sports Products,6953.561,298.98947,1305.2354,49980.16,46866.87829644754,6.739982299644029,0.0622903538137851,0.9377096491177206,MONITOR,9.2,147330.0164,100463,6.7
497,West-India,Tupperware,8109.299,1119.2339,4886.0034,61651.098,24375.58478876356,3.005880693929192,0.6046204250137558,0.39537957278171365,REORDER NOW,66.9,175181.2824,150806,3.0
498,West-India,Furniture,6202.081,577.10956,2519.3657,45933.934,22833.5434790088,3.6815938517526026,0.5029046786858323,0.4970953169177454,REORDER NOW,55.6,132763.0667,109930,3.7
499,West-India,Pet Care,6113.716,579.0294,2527.7468,45323.758,34018.97892176641,5.5643703308453,0.2494228068533145,0.7505771900416203,WATCHLIST,28.5,130915.7828,96897,5.6
500,West-India,Food,6203.16,616.52185,2691.4197,46113.54,23626.66621166926,3.808811253706579,0.4876414456143378,0.5123585439692824,REORDER SOON,53.9,132957.7797,109331,3.8
501,West-India,Clothing & Apparel,7581.51,1332.099,5815.264,58885.836,92251.11784044238,12.16790859502869,0.0,1.5666096315664497,OK,0.0,165026.974,72776,12.2
502,West-India,Electronics & Gadgets,10037.713,663.2245,2895.2996,73159.29,96706.4379312862,9.6343100251062,0.0,1.3218613511870634,OK,0.0,213687.2726,116981,9.6
503,West-India,Footwear & Shoes,6304.6587,610.4496,2664.9114,46797.52,42954.42380941133,6.813124375465657,0.08212178252893,0.9178782082770911,MONITOR,11.1,135062.7441,92108,6.8
504,West-India,Home Decor,9584.864,4675.4756,20410.74,87504.79,46173.00432044245,4.817283070316559,0.4723374021567719,0.5276625921900099,REORDER SOON,51.3,221692.884,175520,4.8
505,West-India,Games & Toys,5976.3237,577.9188,2522.8984,44357.164,44862.16152850227,7.506648493585459,0.0,1.0113848019792762,MONITOR,1.5,128025.6961,83164,7.5
506,West-India,Sports Products,6246.3813,459.74268,2007.0017,45731.668,41155.018210496695,6.588617620334494,0.1000761608210023,0.8999238385640492,MONITOR,13.0,133181.009,92026,6.6
507,West-India,Tupperware,6199.207,623.85614,2723.4375,46117.887,45542.117523507855,7.346442423027902,0.0124847263438906,0.987515267633746,MONITOR,3.9,132906.7845,87365,7.3
508,West-India,Furniture,6104.9316,577.57806,2521.411,45255.934,35947.18971406052,5.888221495364752,0.2056911246876818,0.7943088681820272,WATCHLIST,23.9,130724.97459999999,94778,5.9
509,West-India,Pet Care,6222.0254,588.7695,2570.2668,46124.445,44348.74135825203,7.127701764938831,0.0384981096730228,0.961501896841296,MONITOR,6.6,133232.80020000003,88884,7.1
510,West-India,Food,6834.6465,459.63202,2006.5188,49849.043,70523.57870936075,10.318540815620524,0.0,1.4147428810089846,OK,0.0,145534.0953,75011,10.3
511,West-India,Clothing & Apparel,5952.951,368.39777,1608.2366,43278.895,48141.99315302093,8.087080132702928,0.0,1.1123665045750575,MONITOR,0.0,126620.20760000001,78478,8.1
512,West-India,Electronics & Gadgets,6098.2886,553.3822,2415.7842,45103.805,30940.9770120327,5.073714803008734,0.3140051659409646,0.6859948293061462,REORDER SOON,35.3,130479.84479999999,99539,5.1
513,West-India,Footwear & Shoes,8015.653,595.4675,2599.5073,58709.08,52294.764036979584,6.524080462667387,0.1092559156586214,0.8907440558935616,MONITOR,13.9,170928.22030000002,118633,6.5
514,West-India,Home Decor,6096.531,583.4314,2546.9636,45222.68,24715.74085786243,4.054066455804203,0.4534658045773853,0.546534191645927,REORDER SOON,50.2,130574.1146,105858,4.1
515,West-India,Games & Toys,6251.304,697.3137,3044.1157,46803.246,46386.653743972,7.420316187743531,0.0089009285583213,0.9910990734269157,MONITOR,3.5,134321.4997,87935,7.4
516,West-India,Sports Products,5349.555,709.9148,3099.1255,40546.01,37705.58656404629,7.048359223351643,0.0700543662446135,0.9299456731758879,MONITOR,9.8,115439.7805,77734,7.0
517,West-India,Tupperware,5095.9688,1416.1027,6181.9814,41853.76,40881.56503526418,8.02233432755336,0.0232284182726229,0.9767716218390936,MONITOR,4.8,113197.3262,72316,8.0
518,West-India,Furniture,6102.0615,504.26318,2201.3557,44915.785,40952.77333370599,6.7113012834121495,0.0882320504641687,0.911767952707628,MONITOR,11.8,130344.64719999999,89392,6.7
519,West-India,Pet Care,6081.9927,504.79825,2203.6914,44777.64,38152.303620936415,6.272994009489766,0.1479608329422467,0.8520391789503962,MONITOR,17.9,129925.53809999999,91773,6.3
520,West-India,Food,6195.075,541.5332,2364.0576,45729.586,38309.59960663569,6.183879678429509,0.1622578945063143,0.8377421043487183,WATCHLIST,19.4,132460.6326,94151,6.2
521,West-India,Clothing & Apparel,5342.808,1070.8171,4674.641,42074.297,72956.4916000381,13.655083648870312,0.0,1.7339919333658291,OK,0.0,116873.609,43917,13.7
522,West-India,Electronics & Gadgets,6232.8237,571.6607,2495.5789,46125.344,49908.47064260422,8.007361157773472,0.0,1.0820183941089787,MONITOR,0.0,133384.8766,83476,8.0
523,West-India,Footwear & Shoes,8174.91,948.53314,4140.8115,61365.184,81528.72681988422,9.973042548675927,0.0,1.3285827810747577,OK,0.0,175813.9215,94285,10.0
524,West-India,Home Decor,7238.726,1886.0583,8233.568,58904.65,96880.82846451688,13.38368484608984,0.0,1.6447059521534695,OK,0.0,160246.81399999998,63366,13.4
525,West-India,Games & Toys,9982.737,1094.564,4778.3076,74657.47,69904.63483139976,7.002551774910003,0.0636618679708484,0.9363381163519171,MONITOR,9.2,214415.78459999998,144511,7.0
526,West-India,Sports Products,9386.317,773.11224,3375.0132,69079.234,54043.4966361253,5.757689030959638,0.2176592991354313,0.7823407051115434,WATCHLIST,25.2,200487.67019999996,146444,5.8
527,West-India,Tupperware,6932.677,530.20856,2314.6199,50843.36,54368.18956547767,7.8423084567169,0.0,1.0693272349718363,MONITOR,0.0,147900.8369,93533,7.8
528,West-India,Furniture,9665.128,923.92896,4033.4023,71689.3,95874.99120266744,9.919681550016207,0.0,1.337368215377573,OK,0.0,207001.0903,111126,9.9
529,West-India,Pet Care,6959.835,481.15292,2100.468,50819.312,19877.216041448257,2.85598956771394,0.6088649164341163,0.3911350874141755,REORDER NOW,67.7,148257.003,128380,2.9
530,West-India,Food,4949.838,844.2403,3685.5222,38334.39,38733.7326367894,7.825252764368535,0.0,1.0104173468467712,MONITOR,1.5,107632.1202,68898,7.8
531,West-India,Clothing & Apparel,6197.765,412.87494,1802.4012,45186.758,32241.70825816983,5.202150702218992,0.2864788309894892,0.7135211660497934,WATCHLIST,32.4,131955.4662,99714,5.2
532,West-India,Electronics & Gadgets,9863.845,5207.438,22733.016,91779.93,156060.98863510255,15.821517163063556,0.0,1.7003825197415443,OK,0.0,229873.761,73813,15.8
533,West-India,Footwear & Shoes,6903.896,431.06635,1881.8156,50209.09,89537.36147521755,12.969106360506895,0.0,1.783289867934622,OK,0.0,146863.6316,57326,13.0
534,West-India,Home Decor,6100.816,589.51764,2573.533,45279.242,71532.11984550486,11.72500872134514,0.0,1.5797994110746125,OK,0.0,130690.669,59159,11.7
535,West-India,Games & Toys,6363.7363,405.09918,1768.4562,46314.613,70400.48887067506,11.062760183751632,0.0,1.5200491661384512,OK,0.0,135406.91849999997,65006,11.1
536,West-India,Sports Products,6245.2583,621.91876,2714.9797,46431.79,26679.81510978281,4.272011472519127,0.4253976500050394,0.5746023383932174,REORDER SOON,47.1,133865.404,107186,4.3
537,West-India,Tupperware,6093.7754,557.5919,2434.1616,45090.59,44368.435859422825,7.280943752485802,0.0160156251410685,0.9839843714491833,MONITOR,4.3,130403.44500000002,86035,7.3
538,West-India,Furniture,9533.562,4695.876,20499.797,87234.73,38819.19625879307,4.071846199697686,0.5550029467796778,0.4449970356851345,REORDER NOW,60.3,220704.599,181885,4.1
